"","PAR","month","yday"
"780",55.0359995029867,"03",73
"781",49.5939992445055,"04",104
"782",50.6739992958028,"04",104
"783",51.5139993357006,"04",104
"784",52.0899993630592,"04",104
"785",47.4079991406761,"04",104
"786",48.1259991747793,"04",104
"787",49.7839992535301,"04",104
"788",50.4699992861133,"04",104
"789",45.3719990439713,"04",104
"790",46.0939990782645,"04",104
"791",47.2659991339315,"04",104
"792",49.8619992572349,"04",104
"793",45.3979990452062,"04",104
"794",45.7939990640152,"04",104
"795",45.5939990545157,"04",104
"796",46.677999106003,"04",104
"797",46.1959990831092,"04",104
"798",46.5999991022982,"04",104
"799",46.7219991080929,"04",104
"800",45.6999990595505,"04",104
"801",52.7719993954524,"05",134
"802",51.9679993572645,"05",134
"803",52.3279993743636,"05",134
"804",52.7299993934575,"05",134
"805",50.607999292668,"05",134
"806",50.1779992722441,"05",134
"807",52.6699993906077,"05",134
"808",52.5719993859529,"05",134
"809",51.6019993398804,"05",134
"810",50.3619992809836,"05",134
"811",50.969999309862,"05",134
"812",51.3399993274361,"05",134
"813",52.5939993869979,"05",134
"814",50.0519992662594,"05",134
"815",48.8139992074575,"05",134
"816",50.3859992821235,"05",134
"817",51.5619993379805,"05",134
"818",48.8019992068876,"05",134
"819",46.3159990888089,"05",134
"820",47.047999123577,"05",134
"821",52.6719993907027,"06",165
"822",53.1219994120765,"06",165
"823",53.9159994497895,"06",165
"824",54.0859994578641,"06",165
"825",52.7479993943125,"06",165
"826",52.7759993956424,"06",165
"827",52.8639993998222,"06",165
"828",53.0379994080868,"06",165
"829",51.0479993135668,"06",165
"830",51.1159993167967,"06",165
"831",50.9379993083421,"06",165
"832",50.203999273479,"06",165
"833",50.4899992870633,"06",165
"834",49.6619992477354,"06",165
"835",49.3499992329162,"06",165
"836",47.9719991674647,"06",165
"837",49.8519992567599,"06",165
"838",47.5839991490357,"06",165
"839",46.1979990832042,"06",165
"840",43.7539989671204,"06",165
"841",56.4099995682482,"07",195
"842",56.0179995496292,"07",195
"843",55.1959995105863,"07",195
"844",53.1699994143564,"07",195
"845",55.8999995440245,"07",195
"846",55.285999514861,"07",195
"847",55.5919995293953,"07",195
"848",53.8999994490296,"07",195
"849",54.9479994988069,"07",195
"850",53.8659994474147,"07",195
"851",53.8159994450398,"07",195
"852",51.1979993206915,"07",195
"853",53.1479994133115,"07",195
"854",51.5259993362706,"07",195
"855",49.6999992495403,"07",195
"856",48.1379991753493,"07",195
"857",50.5019992876332,"07",195
"858",47.1119991266169,"07",195
"859",47.8679991625249,"07",195
"860",44.3979989977088,"07",195
"861",56.8419995887671,"08",226
"862",56.1139995541889,"08",226
"863",55.4959995248355,"08",226
"864",55.8159995400347,"08",226
"865",56.9239995926619,"08",226
"866",56.7419995840173,"08",226
"867",56.6379995790776,"08",226
"868",56.5959995770827,"08",226
"869",56.8879995909519,"08",226
"870",56.6599995801225,"08",226
"871",55.8139995399397,"08",226
"872",54.8299994932022,"08",226
"873",56.9519995939918,"08",226
"874",54.9479994988069,"08",226
"875",52.3339993746486,"08",226
