unlimited,Cruise_number,Cruise_ID_1,Cruise_ID_2,Leg,Day,Month,Year,Latitude,Longitude,Hydro_cast_no,Depth_target,Depth_real,O2_ml_L,q_O2_ml_L,O2_umol_kg,q_O2_umol_kg,NO3_UDO,q_NO3_UDO,PO4_UDO,q_PO4_UDO,SiO4_UDO,q_SiO4_UDO,NH4_USF,q_NH4_USF,NO2_USF,q_NO2_USF,NO3_NO2_USF,q_NO3_NO3_USF,PO4_USF,q_PO4_USF,SiO4_USF,q_SiO4_USF,pH,q_pH,Alkalinity_mol_kg,q_Alkalinity_mol_kg,Alkalinity_umol_kg,q_Alkalinity_umol_kg,TCO2,q_TCO2,fCO2,q_fCO2,pH_corrected,q_pH_corrected,TCO2_corrected,q_TCO2_corrected,fCO2_corrected,q_fCO2_corrected,Salinity_bottles,q_Salinity_bottles,Salinity_CTD,q_Salinity_CTD,Temperature,q_Temperature,Sigma_t,q_Sigma_t,TPP,q_TPP,PIP,q_PIP,POC_ug_kg,q_POC_ug_kg,PON_ug_kg,q_PON_ug_kg,POC_ug_L,q_POC_ug_L,PN_ug_L,q_PN_ug_L,C_N_particulate,q_C_N_particulate,DON,q_DON,DOP,q_DOP,DOC,q_DOC,TOC,q_TOC,PrimaryProductivity,q_PrimaryProductivity,Chlorophyll,q_Chlorophyll,Phaeopigments,q_Phaeopigments,Total_Prokaryotes,Bact_Biomass_mgC_m3,Bact_Biomass_uMC,Bio_cast_no,ISO_DateTime_start_hc_local,ISO_DateTime_end_hc_local,ISO_DateTime_start_bc_local,ISO_DateTime_end_bc_local,ISO_DateTime_start_hc_UTC,ISO_DateTime_end_hc_UTC,ISO_DateTime_start_bc_UTC,ISO_DateTime_end_bc_UTC
624,32,93HG_032,CAR-032,2,9,7,1998,10.5,-64.667,3.0,160.0,160.153,1.67189,b'0',72.7523,b'0',,b'0',,b'0',,b'0',0.0,b'0',0.00559898,b'0',10.509,b'0',1.16125,b'0',12.5607,b'0',7.7847,b'0',0.00238862,b'0',2388.62,b'0',2208.2,b'0',637.0,b'0',7.78972,b'0',2205.85,b'0',628.227,b'0',36.499,b'0',36.4909,b'0',18.3276,b'0',26.3337,b'0',,b'0',,b'0',43.5141,b'0',5.3712800000000005,b'0',9.45147,b'0',42.4652,b'0',5.24181,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,,,,1998-07-09 08:32:00,1998-07-09 09:11:00,,,1998-07-09 12:32:00,1998-07-09 13:11:00,,
625,32,93HG_032,CAR-032,2,9,7,1998,10.5,-64.667,3.0,200.0,200.858,0.676427,b'0',29.4336,b'0',,b'0',,b'0',,b'0',0.0,b'0',0.00204857,b'0',8.38616,b'0',1.71695,b'0',24.3728,b'0',7.6857,b'0',0.00240255,b'0',2402.55,b'0',2264.7,b'0',820.6,b'0',7.69045,b'0',2262.65,b'0',810.2330000000001,b'0',36.42,b'0',36.4175,b'0',17.936,b'0',26.3756,b'0',,b'0',,b'0',47.0441,b'0',5.3712800000000005,b'0',10.2182,b'0',45.9101,b'0',5.24181,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,,,,1998-07-09 08:32:00,1998-07-09 09:11:00,,,1998-07-09 12:32:00,1998-07-09 13:11:00,,
626,32,93HG_032,CAR-032,2,9,7,1998,10.5,-64.667,3.0,250.0,250.658,0.46978400000000003,b'0',20.4416,b'0',,b'0',,b'0',,b'0',0.0,b'0',0.00186073,b'0',5.8227,b'0',1.91094,b'0',29.1178,b'0',7.6714,b'0',0.00240553,b'0',2405.53,b'0',2273.3,b'0',847.8,b'0',7.676019999999999,b'0',2271.39,b'0',837.558,b'0',36.391999999999996,b'0',36.3881,b'0',17.781,b'0',26.391,b'0',,b'0',,b'0',38.9945,b'0',5.3712800000000005,b'0',8.46978,b'0',38.0545,b'0',5.24181,b'0',,b'0',,b'0',59.0,b'0',,b'0',,b'0',,b'0',,b'0',,,,,1998-07-09 08:32:00,1998-07-09 09:11:00,,,1998-07-09 12:32:00,1998-07-09 13:11:00,,
627,32,93HG_032,CAR-032,2,9,7,1998,10.5,-64.667,3.0,300.0,300.436,0.256821,b'0',11.1748,b'0',,b'0',,b'0',,b'0',0.0,b'0',0.000630026,b'0',3.4686800000000004,b'0',2.10805,b'0',34.5045,b'0',7.6574,b'0',0.00243798,b'0',2437.98,b'0',2310.3,b'0',887.8,b'0',7.662380000000001,b'0',2308.2,b'0',876.081,b'0',36.368,b'0',36.3667,b'0',17.6655,b'0',26.4033,b'0',,b'0',,b'0',58.2937,b'0',5.93668,b'0',11.4558,b'0',56.8886,b'0',5.79357,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,,,,1998-07-09 08:32:00,1998-07-09 09:11:00,,,1998-07-09 12:32:00,1998-07-09 13:11:00,,
628,32,93HG_032,CAR-032,2,9,7,1998,10.5,-64.667,3.0,320.0,319.84,0.0840422,b'0',3.6568400000000003,b'0',,b'0',,b'0',,b'0',0.0,b'0',0.0208625,b'0',1.43088,b'0',2.2103099999999998,b'0',37.7955,b'0',7.6429,b'0',0.0024105,b'0',2410.5,b'0',2289.4,b'0',909.5,b'0',7.64756,b'0',2287.51,b'0',898.285,b'0',36.458,b'1',36.3533,b'0',17.6061,b'0',26.4072,b'0',,b'0',,b'0',203.847,b'1',14.7003,b'0',16.1779,b'0',198.933,b'1',14.345999999999998,b'0',,b'0',,b'0',42.8589,b'0',,b'0',,b'0',,b'0',,b'0',,,,,1998-07-09 08:32:00,1998-07-09 09:11:00,,,1998-07-09 12:32:00,1998-07-09 13:11:00,,
629,32,93HG_032,CAR-032,2,9,7,1998,10.5,-64.667,2.0,350.0,350.315,0.0295508,b'0',1.2858,b'0',,b'0',,b'0',,b'0',3.9796400000000003,b'0',-0.00356633,b'0',0.00356633,b'0',2.5233,b'0',44.3832,b'0',7.6461,b'0',0.00243096,b'0',2430.96,b'0',2307.6,b'0',906.3,b'0',7.65067,b'0',2305.75,b'0',895.4060000000001,b'0',36.34,b'0',36.3347,b'0',17.517,b'0',26.4152,b'0',,b'0',,b'0',70.4342,b'0',7.06747,b'0',11.627,b'0',68.7364,b'0',6.8971100000000005,b'0',,b'0',,b'0',43.3138,b'0',,b'0',,b'0',,b'0',,b'0',,,,,1998-07-09 14:42:00,1998-07-09 16:10:00,,,1998-07-09 18:42:00,1998-07-09 20:10:00,,
630,32,93HG_032,CAR-032,2,9,7,1998,10.5,-64.667,2.0,400.0,401.82599999999996,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',8.40295,b'0',0.0,b'0',0.0,b'0',2.7450200000000002,b'0',50.4093,b'0',7.6363,b'0',0.00114246,b'1',1142.46,b'1',1060.8,b'1',426.1,b'1',7.64076,b'0',1059.69,b'1',421.01199999999994,b'1',36.317,b'0',36.3131,b'0',17.4151,b'0',26.4231,b'0',,b'0',,b'0',58.2937,b'0',8.2925,b'0',8.201310000000001,b'0',56.8886,b'0',8.09261,b'0',,b'0',,b'0',54.1035,b'0',,b'0',,b'0',,b'0',,b'0',,,,,1998-07-09 14:42:00,1998-07-09 16:10:00,,,1998-07-09 18:42:00,1998-07-09 20:10:00,,
631,32,93HG_032,CAR-032,2,9,7,1998,10.5,-64.667,2.0,500.0,501.00199999999995,,b'0',,b'0',,b'0',,b'0',,b'0',13.2767,b'0',0.0,b'0',0.0,b'0',3.05623,b'0',60.5372,b'0',7.6236,b'0',0.00221459,b'1',2214.59,b'1',2105.7,b'1',865.6,b'1',7.628480000000001,b'0',2103.85,b'1',854.709,b'1',36.296,b'0',36.2807,b'0',17.2745,b'0',26.4327,b'0',,b'0',,b'0',58.3597,b'0',5.559740000000001,b'0',12.2463,b'0',56.953,b'0',5.425730000000001,b'0',,b'0',,b'0',54.2585,b'0',,b'0',,b'0',,b'0',,b'0',,,,,1998-07-09 14:42:00,1998-07-09 16:10:00,,,1998-07-09 18:42:00,1998-07-09 20:10:00,,
632,32,93HG_032,CAR-032,2,9,7,1998,10.5,-64.667,2.0,750.0,750.807,,b'0',,b'0',,b'0',,b'0',,b'0',18.0415,b'0',0.0,b'0',0.00299448,b'0',3.3027800000000003,b'0',66.6489,b'0',7.6049,b'0',0.00243919,b'0',2439.19,b'0',2331.3,b'0',997.7,b'0',7.609260000000001,b'0',2329.56,b'0',986.174,b'0',36.265,b'1',36.2389,b'0',17.1262,b'0',26.4364,b'0',,b'0',,b'0',81.3539,b'0',6.0309099999999995,b'0',15.7377,b'0',79.3929,b'0',5.88554,b'0',,b'0',,b'0',68.7068,b'0',,b'0',,b'0',,b'0',,b'0',,,,,1998-07-09 14:42:00,1998-07-09 16:10:00,,,1998-07-09 18:42:00,1998-07-09 20:10:00,,
633,32,93HG_032,CAR-032,2,9,7,1998,10.5,-64.667,2.0,1000.0,1001.8,,b'0',,b'0',,b'0',,b'0',,b'0',21.2761,b'0',0.0,b'0',-0.0013229000000000001,b'0',3.49571,b'0',72.6834,b'0',7.5942,b'0',0.00249004,b'0',2490.04,b'0',2384.8,b'0',1047.3,b'0',7.59877,b'0',2383.06,b'0',1034.93,b'0',36.236,b'0',36.2287,b'0',17.1226,b'0',26.4296,b'0',,b'0',,b'0',41.9306,b'0',4.61741,b'0',10.5945,b'0',40.9199,b'0',4.50611,b'0',,b'0',,b'0',63.5745,b'0',,b'0',,b'0',,b'0',,b'0',,,,,1998-07-09 14:42:00,1998-07-09 16:10:00,,,1998-07-09 18:42:00,1998-07-09 20:10:00,,
634,32,93HG_032,CAR-032,2,9,7,1998,10.5,-64.667,2.0,1310.0,1310.23,,b'0',,b'0',,b'0',,b'0',,b'0',23.6045,b'0',-0.000739717,b'0',0.000739717,b'0',3.6444199999999998,b'0',75.41199999999999,b'0',7.5863,b'0',0.002466,b'0',2466.0,b'0',2364.3,b'0',1060.2,b'0',7.5924,b'0',2361.96,b'0',1043.39,b'0',36.229,b'0',36.225,b'0',17.158,b'0',26.4178,b'0',,b'0',,b'0',45.2626,b'0',4.14625,b'0',12.7359,b'0',44.1716,b'0',4.04631,b'0',,b'0',,b'0',59.0643,b'0',,b'0',,b'0',,b'0',,b'0',,,,,1998-07-09 14:42:00,1998-07-09 16:10:00,,,1998-07-09 18:42:00,1998-07-09 20:10:00,,
635,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,1.0,1.0,1.926,4.51034,b'0',196.842,b'0',,b'0',,b'0',,b'0',0.0,b'0',0.00778099,b'0',0.0119161,b'0',0.0134453,b'0',0.0,b'0',8.08962,b'0',0.002408,b'0',2408.0,b'0',2056.5,b'0',420.5,b'0',8.09657,b'0',2051.94,b'0',412.19199999999995,b'0',36.714,b'0',36.7037,b'0',28.9,b'0',23.3415,b'0',,b'0',,b'0',97.7831,b'0',11.4022,b'0',10.0051,b'0',95.426,b'0',11.1273,b'0',,b'0',,b'0',73.7535,b'0',,b'0',0.80885,b'0',0.17139400000000002,b'0',0.131643,b'0',,,,4.0,1998-08-05 14:35:00,1998-08-05 15:08:00,1998-08-05 05:50:00,1998-08-05 06:09:00,1998-08-05 18:35:00,1998-08-05 19:08:00,1998-08-05 09:50:00,1998-08-05 10:09:00
636,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,1.0,7.0,6.778,4.5458300000000005,b'0',198.32,b'0',,b'0',,b'0',,b'0',0.724321,b'0',-0.000401072,b'0',0.07115,b'0',0.023574,b'0',0.13181800000000002,b'0',8.09191,b'0',0.00229976,b'1',2299.76,b'1',1958.2,b'1',382.8,b'1',8.09902,b'0',1953.66,b'1',375.05699999999996,b'1',36.696999999999996,b'0',36.6992,b'0',27.9047,b'0',23.7044,b'0',,b'0',,b'0',88.7107,b'0',10.5541,b'0',9.806230000000001,b'0',86.5724,b'0',10.2997,b'0',,b'0',,b'0',76.7524,b'0',,b'0',1.2811299999999999,b'0',0.180361,b'0',0.128894,b'0',0.7345,2.3963,0.1997,4.0,1998-08-05 14:35:00,1998-08-05 15:08:00,1998-08-05 05:50:00,1998-08-05 06:09:00,1998-08-05 18:35:00,1998-08-05 19:08:00,1998-08-05 09:50:00,1998-08-05 10:09:00
637,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,1.0,15.0,14.970999999999998,4.54409,b'0',198.234,b'0',,b'0',,b'0',,b'0',0.0,b'0',-0.00130949,b'0',0.00130949,b'0',0.0170267,b'0',0.0,b'0',8.09186,b'0',0.00240638,b'0',2406.38,b'0',2053.5,b'0',399.5,b'0',8.09891,b'0',2048.9,b'0',391.459,b'0',36.718,b'0',36.7139,b'0',27.7765,b'0',23.7575,b'0',,b'0',,b'0',107.911,b'0',18.2812,b'0',6.88665,b'0',105.31,b'0',17.8405,b'0',,b'0',,b'0',,b'0',,b'0',1.11723,b'0',0.160927,b'0',0.13534300000000002,b'0',,,,4.0,1998-08-05 14:35:00,1998-08-05 15:08:00,1998-08-05 05:50:00,1998-08-05 06:09:00,1998-08-05 18:35:00,1998-08-05 19:08:00,1998-08-05 09:50:00,1998-08-05 10:09:00
638,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,1.0,25.0,24.948,4.531569999999999,b'0',197.541,b'0',,b'0',,b'0',,b'0',0.0,b'0',-0.00151766,b'0',0.00151766,b'0',0.0345846,b'0',0.0,b'0',8.08573,b'0',0.0024076,b'0',2407.6,b'0',2058.5,b'0',371.1,b'0',8.0928,b'0',2053.84,b'0',363.519,b'0',36.74,b'0',36.74,b'0',25.4556,b'0',24.5166,b'0',,b'0',,b'0',100.554,b'0',10.6483,b'0',11.0171,b'0',98.1304,b'0',10.3916,b'0',,b'0',,b'0',98.994,b'0',,b'0',1.18889,b'0',0.19561800000000001,b'0',0.17061199999999999,b'0',0.7869,2.5675,0.214,4.0,1998-08-05 14:35:00,1998-08-05 15:08:00,1998-08-05 05:50:00,1998-08-05 06:09:00,1998-08-05 18:35:00,1998-08-05 19:08:00,1998-08-05 09:50:00,1998-08-05 10:09:00
639,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,1.0,35.0,34.754,4.68139,b'0',204.018,b'0',,b'0',,b'0',,b'0',0.0,b'0',-0.000614582,b'0',0.000614582,b'0',0.029660900000000004,b'0',0.0,b'0',8.08579,b'0',0.00234105,b'0',2341.05,b'0',1998.5,b'0',348.8,b'0',8.092839999999999,b'0',1993.92,b'0',341.815,b'0',36.781,b'0',36.7799,b'0',24.6644,b'0',24.7895,b'0',,b'0',,b'0',109.824,b'0',16.3965,b'0',7.814369999999999,b'0',107.177,b'0',16.0013,b'0',,b'0',,b'0',66.3813,b'0',,b'0',0.783749,b'0',0.26014,b'0',0.27007,b'0',,,,4.0,1998-08-05 14:35:00,1998-08-05 15:08:00,1998-08-05 05:50:00,1998-08-05 06:09:00,1998-08-05 18:35:00,1998-08-05 19:08:00,1998-08-05 09:50:00,1998-08-05 10:09:00
640,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,1.0,55.0,55.478,3.7505900000000003,b'0',163.359,b'0',,b'0',,b'0',,b'0',0.0,b'0',0.6446529999999999,b'0',2.69454,b'0',0.200847,b'0',0.0,b'0',7.9939800000000005,b'0',0.00239428,b'0',2394.28,b'0',2102.5,b'0',431.9,b'0',8.0003,b'0',2098.79,b'0',424.305,b'0',36.867,b'0',36.869,b'0',22.9006,b'0',25.3808,b'0',,b'0',,b'0',154.295,b'0',22.6159,b'0',7.9595,b'0',150.576,b'0',22.0708,b'0',,b'0',,b'0',54.9793,b'0',,b'0',0.07045,b'0',0.578182,b'0',1.01712,b'0',0.6033,1.9684,0.164,4.0,1998-08-05 14:35:00,1998-08-05 15:08:00,1998-08-05 05:50:00,1998-08-05 06:09:00,1998-08-05 18:35:00,1998-08-05 19:08:00,1998-08-05 09:50:00,1998-08-05 10:09:00
641,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,1.0,75.0,76.155,3.16601,b'0',137.86700000000002,b'0',,b'0',,b'0',,b'0',0.0,b'0',0.103646,b'0',6.123069999999999,b'0',0.390982,b'0',1.5146,b'0',7.95396,b'0',0.00240762,b'0',2407.62,b'0',2137.8,b'0',469.9,b'0',7.95989,b'0',2134.46,b'0',462.406,b'0',36.861,b'0',36.8616,b'0',22.0846,b'0',25.6092,b'0',,b'0',,b'0',78.6157,b'0',6.0309099999999995,b'0',15.208,b'0',76.7207,b'0',5.88554,b'0',,b'0',,b'0',51.5455,b'0',,b'0',,b'0',0.12853399999999998,b'0',0.35679099999999997,b'0',0.4722,1.5405,0.1284,4.0,1998-08-05 14:35:00,1998-08-05 15:08:00,1998-08-05 05:50:00,1998-08-05 06:09:00,1998-08-05 18:35:00,1998-08-05 19:08:00,1998-08-05 09:50:00,1998-08-05 10:09:00
642,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,1.0,100.0,101.235,2.79422,b'0',121.65100000000001,b'0',,b'0',,b'0',,b'0',0.0764983,b'0',0.0485371,b'0',8.66662,b'0',0.56621,b'0',3.5451599999999996,b'0',7.91207,b'0',0.00241157,b'0',2411.57,b'0',2164.6,b'0',510.1,b'0',7.91783,b'0',2161.45,b'0',502.156,b'0',36.855,b'0',36.8154,b'0',21.2007,b'0',25.8214,b'0',,b'0',,b'0',118.336,b'0',5.46551,b'0',25.26,b'0',115.484,b'0',5.3337699999999995,b'0',,b'0',,b'0',64.8506,b'0',,b'0',0.030310700000000003,b'0',0.041144400000000005,b'0',0.10264100000000001,b'0',1.7837,5.8197,0.485,4.0,1998-08-05 14:35:00,1998-08-05 15:08:00,1998-08-05 05:50:00,1998-08-05 06:09:00,1998-08-05 18:35:00,1998-08-05 19:08:00,1998-08-05 09:50:00,1998-08-05 10:09:00
643,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,3.0,130.0,130.789,2.69652,b'0',117.35799999999999,b'0',,b'0',,b'0',,b'0',0.351085,b'0',0.022917700000000003,b'0',10.02,b'0',0.690994,b'0',4.36926,b'0',7.8796,b'0',0.0023940000000000003,b'0',2394.0,b'0',2165.4,b'0',513.6,b'0',7.88523,b'0',2162.52,b'0',505.77099999999996,b'0',36.835,b'0',36.6277,b'0',19.3493,b'0',26.1754,b'0',,b'0',,b'0',53.3122,b'0',4.99435,b'0',12.4536,b'0',52.0271,b'0',4.87396,b'0',,b'0',,b'0',57.7907,b'0',,b'0',,b'0',,b'0',,b'0',0.4722,1.625,0.1354,,1998-08-05 09:00:00,1998-08-05 09:48:00,,,1998-08-05 13:00:00,1998-08-05 13:48:00,,
644,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,3.0,160.0,160.417,1.59479,b'0',69.3983,b'0',,b'0',,b'0',,b'0',0.0,b'0',0.014877600000000001,b'0',10.9268,b'0',1.24461,b'0',13.3595,b'0',7.778,b'0',0.00239709,b'0',2397.09,b'0',2219.2,b'0',652.0,b'0',7.78303,b'0',2216.9,b'0',643.281,b'0',36.498000000000005,b'0',36.4933,b'0',18.381,b'0',26.3209,b'0',,b'0',,b'0',80.0673,b'0',5.08858,b'0',18.3572,b'0',78.1373,b'0',4.96592,b'0',,b'0',,b'0',54.2608,b'0',,b'0',,b'0',,b'0',,b'0',0.2885,0.9931,0.0828,,1998-08-05 09:00:00,1998-08-05 09:48:00,,,1998-08-05 13:00:00,1998-08-05 13:48:00,,
645,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,3.0,200.0,199.169,0.79766,b'0',34.7091,b'0',,b'0',,b'0',,b'0',0.0,b'0',0.00897746,b'0',9.452739999999999,b'0',1.62863,b'0',21.8454,b'0',7.70661,b'0',0.00238566,b'0',2385.66,b'0',2239.7,b'0',772.8,b'0',7.711189999999999,b'0',2237.71,b'0',763.36,b'0',36.431,b'0',36.4288,b'0',17.9972,b'0',26.3676,b'0',,b'0',,b'0',59.4484,b'0',6.31361,b'0',10.9852,b'0',58.0154,b'0',6.16142,b'0',,b'0',,b'0',55.3542,b'0',,b'0',,b'0',,b'0',,b'0',0.4459,1.5348,0.1279,,1998-08-05 09:00:00,1998-08-05 09:48:00,,,1998-08-05 13:00:00,1998-08-05 13:48:00,,
646,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,3.0,250.0,249.924,0.23748400000000003,b'0',10.3335,b'0',,b'0',,b'0',,b'0',0.0,b'0',0.00455657,b'0',4.55441,b'0',2.09158,b'0',33.7899,b'0',7.6549,b'0',0.0023863000000000005,b'0',2386.3,b'0',2261.2,b'0',876.7,b'0',7.65963,b'0',2259.3,b'0',865.842,b'0',36.385,b'0',36.3813,b'0',17.7389,b'0',26.3952,b'0',,b'0',,b'0',30.8459,b'0',1.79043,b'0',20.0996,b'0',30.1023,b'0',1.74727,b'0',,b'0',,b'0',44.6082,b'0',,b'0',,b'0',,b'0',,b'0',0.4984,1.7764,0.148,,1998-08-05 09:00:00,1998-08-05 09:48:00,,,1998-08-05 13:00:00,1998-08-05 13:48:00,,
647,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,3.0,300.0,302.629,0.133578,b'0',5.81227,b'0',,b'0',,b'0',,b'0',0.0,b'0',0.00823699,b'0',2.51725,b'0',2.28809,b'0',37.9183,b'0',7.6476,b'0',0.00238644,b'0',2386.44,b'0',2264.1,b'0',889.9,b'0',7.65222,b'0',2262.25,b'0',879.225,b'0',36.363,b'0',36.3603,b'0',17.6326,b'0',26.4053,b'0',,b'0',,b'0',328.11199999999997,b'1',66.6205,b'1',5.74594,b'0',320.203,b'1',65.0146,b'1',,b'0',,b'0',46.6387,b'0',,b'0',,b'0',,b'0',,b'0',0.6296,2.2438,0.187,,1998-08-05 09:00:00,1998-08-05 09:48:00,,,1998-08-05 13:00:00,1998-08-05 13:48:00,,
648,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,3.0,320.0,319.4,0.12798900000000002,b'0',5.569030000000001,b'0',,b'0',,b'0',,b'0',0.24436799999999997,b'0',0.0119286,b'0',0.102251,b'0',2.05261,b'0',40.5727,b'0',7.6448,b'0',0.00239961,b'0',2399.61,b'0',2278.2,b'0',900.5,b'0',7.64915,b'0',2276.48,b'0',890.2439999999999,b'0',36.354,b'0',36.3544,b'0',17.5985,b'0',26.4091,b'0',,b'0',,b'0',67.2011,b'0',7.63287,b'0',10.2715,b'0',65.5813,b'0',7.44888,b'0',,b'0',,b'0',54.1983,b'0',,b'0',,b'0',,b'0',,b'0',3.0953,11.0322,0.9194,,1998-08-05 09:00:00,1998-08-05 09:48:00,,,1998-08-05 13:00:00,1998-08-05 13:48:00,,
649,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,2.0,350.0,350.82800000000003,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',3.3254699999999997,b'0',0.00018076099999999999,b'0',-0.00018076099999999999,b'0',2.59724,b'0',45.9242,b'0',7.6462,b'0',0.00243646,b'0',2436.46,b'0',2312.8,b'0',908.1,b'0',7.6506,b'0',2310.98,b'0',897.696,b'0',36.343,b'0',36.3383,b'0',17.5207,b'0',26.4158,b'0',,b'0',,b'0',99.2016,b'0',6.879,b'0',16.8244,b'0',96.8104,b'0',6.713189999999999,b'0',,b'0',,b'0',50.6997,b'0',,b'0',,b'0',,b'0',,b'0',5.5873,19.9141,1.6595,,1998-08-05 16:50:00,1998-08-05 18:07:00,,,1998-08-05 20:50:00,1998-08-05 22:07:00,,
650,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,2.0,400.0,401.16,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',6.37005,b'0',-0.00496267,b'0',0.00496267,b'0',2.7018,b'0',50.8981,b'0',7.6421600000000005,b'0',0.00243259,b'0',2432.59,b'0',2310.5,b'0',914.0,b'0',7.6470199999999995,b'0',2308.58,b'0',902.6,b'0',36.327,b'0',36.3247,b'0',17.4618,b'0',26.4198,b'0',,b'0',,b'0',79.2755,b'0',8.2925,b'0',11.1532,b'0',77.3646,b'0',8.09261,b'0',,b'0',,b'0',42.8901,b'0',,b'0',,b'0',,b'0',,b'0',2.2297,7.9469,0.6622,,1998-08-05 16:50:00,1998-08-05 18:07:00,,,1998-08-05 20:50:00,1998-08-05 22:07:00,,
651,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,2.0,500.0,500.006,,b'0',,b'0',,b'0',,b'0',,b'0',12.569,b'0',0.0,b'0',0.0,b'0',3.0912,b'0',64.0207,b'0',7.6259,b'0',0.00241972,b'0',2419.72,b'0',2304.1,b'0',942.4,b'0',7.630489999999999,b'0',2302.3,b'0',931.072,b'0',36.288000000000004,b'0',36.2864,b'0',17.2892,b'0',26.4323,b'0',,b'0',,b'0',60.4051,b'0',4.42895,b'0',15.9118,b'0',58.9491,b'0',4.32219,b'0',,b'0',,b'0',45.0143,b'0',,b'0',,b'0',,b'0',,b'0',1.023,4.9193,0.4099,,1998-08-05 16:50:00,1998-08-05 18:07:00,,,1998-08-05 20:50:00,1998-08-05 22:07:00,,
652,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,2.0,750.0,749.927,,b'0',,b'0',,b'0',,b'0',,b'0',19.3344,b'0',0.0,b'0',0.0,b'0',3.51225,b'0',81.0214,b'0',7.599639999999999,b'0',0.00246683,b'0',2466.83,b'0',2359.9,b'0',1022.6,b'0',7.6038,b'0',2358.26,b'0',1011.26,b'0',36.241,b'0',36.2403,b'0',17.1153,b'0',26.439,b'0',,b'0',,b'0',127.507,b'1',8.76366,b'0',16.9745,b'0',124.434,b'1',8.55242,b'0',,b'0',,b'0',96.1515,b'0',,b'0',,b'0',,b'0',,b'0',0.9443,4.5409,0.3784,,1998-08-05 16:50:00,1998-08-05 18:07:00,,,1998-08-05 20:50:00,1998-08-05 22:07:00,,
653,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,2.0,1000.0,1000.96,,b'0',,b'0',,b'0',,b'0',,b'0',21.2056,b'0',0.0,b'0',0.0,b'0',3.60515,b'0',83.6644,b'0',7.5922,b'0',0.00248653,b'0',2486.53,b'0',2381.9,b'0',1051.1,b'0',7.596489999999999,b'0',2380.27,b'0',1039.34,b'0',36.233000000000004,b'0',36.2313,b'0',17.1196,b'0',26.430999999999997,b'0',,b'0',,b'0',50.2441,b'0',4.14625,b'0',14.1376,b'0',49.033,b'0',4.04631,b'0',,b'0',,b'0',52.8551,b'0',,b'0',,b'0',,b'0',,b'0',0.7869,3.7841,0.3153,,1998-08-05 16:50:00,1998-08-05 18:07:00,,,1998-08-05 20:50:00,1998-08-05 22:07:00,,
654,33,93HG_033,CAR-033,1,5,8,1998,10.5,-64.667,2.0,1310.0,1311.07,,b'0',,b'0',,b'0',,b'0',,b'0',23.7116,b'0',0.0,b'0',0.0292661,b'0',3.75556,b'0',85.9941,b'0',7.58264,b'0',0.002484,b'0',2484.0,b'0',2383.1,b'0',1078.3,b'0',7.586539999999999,b'0',2381.56,b'0',1067.18,b'0',36.229,b'0',36.2267,b'0',17.1579,b'0',26.4182,b'0',,b'0',,b'0',40.9739,b'0',3.7693199999999996,b'0',12.6821,b'0',39.9862,b'0',3.67846,b'0',,b'0',,b'0',63.7572,b'0',,b'0',,b'0',,b'0',,b'0',0.8132,3.9102,0.3259,,1998-08-05 16:50:00,1998-08-05 18:07:00,,,1998-08-05 20:50:00,1998-08-05 22:07:00,,
