"","date","val","X0.55m","X55.100m","spec","yday","month"
"867",2006-08-03,4.05,3.96,0.09,"Cyano4",215,8
"868",2006-09-12,2.54,2.23,0.31,"Cyano4",255,9
"869",2006-10-10,1.85,1.65,0.2,"Cyano4",283,10
"870",2006-11-02,3.35,2.92,0.43,"Cyano4",306,11
"871",2006-12-05,2.1,1.6,0.5,"Cyano4",339,12
"872",2007-02-06,0.16,0.15,0.01,"Cyano4",37,2
"873",2007-03-06,2.24,2.19,0.05,"Cyano4",65,3
"874",2007-04-10,2.51,2.33,0.18,"Cyano4",100,4
"875",2007-05-08,4.55,4.33,0.22,"Cyano4",128,5
"876",2007-06-05,3.07,2.9,0.17,"Cyano4",156,6
"877",2007-07-03,1.13,1.02,0.11,"Cyano4",184,7
"878",2007-08-07,4.71,3.85,0.86,"Cyano4",219,8
"879",2007-09-04,3.61,3.25,0.36,"Cyano4",247,9
"880",2007-10-19,4.64,3.54,1.1,"Cyano4",292,10
"881",2007-12-11,4.12,3.36,0.76,"Cyano4",345,12
"882",2008-01-10,1.59,1.51,0.08,"Cyano4",10,1
"883",2008-02-12,4.25,4.16,0.09,"Cyano4",43,2
"884",2008-03-11,0.57,0.42,0.15,"Cyano4",71,3
"885",2008-04-08,1.1,0.98,0.12,"Cyano4",99,4
"886",2008-05-04,2.14,1.67,0.47,"Cyano4",125,5
"887",2008-06-03,4.77,4,0.77,"Cyano4",155,6
"888",2008-07-08,2.44,2.23,0.21,"Cyano4",190,7
"889",2008-08-05,3.67,2.81,0.86,"Cyano4",218,8
"890",2008-09-10,3.79,3.3,0.49,"Cyano4",254,9
"891",2008-10-10,4.11,2.98,1.13,"Cyano4",284,10
"892",2008-11-18,3.13,2.69,0.44,"Cyano4",323,11
"893",2008-12-10,3.5,3.13,0.37,"Cyano4",345,12
"894",2009-01-13,1.29,1.11,0.18,"Cyano4",13,1
"895",2009-02-10,0.74,0.53,0.21,"Cyano4",41,2
"896",2009-03-03,0.88,0.79,0.09,"Cyano4",62,3
"897",2009-04-07,1.26,1.09,0.17,"Cyano4",97,4
"898",2009-05-08,1.54,1.4,0.14,"Cyano4",128,5
"899",2009-06-02,1.42,1.28,0.14,"Cyano4",153,6
"900",2009-07-14,1.7,1.53,0.17,"Cyano4",195,7
"901",2009-08-11,2.51,2.29,0.22,"Cyano4",223,8
"902",2009-09-15,4.32,3.65,0.67,"Cyano4",258,9
"903",2009-10-07,2.37,1.94,0.43,"Cyano4",280,10
"904",2009-11-10,4.24,3.72,0.52,"Cyano4",314,11
"905",2009-12-08,1.81,1.68,0.13,"Cyano4",342,12
"906",2010-01-07,2.76,2.62,0.14,"Cyano4",7,1
"907",2010-02-11,0.13,0.1,0.03,"Cyano4",42,2
"908",2010-03-09,2.48,2.23,0.25,"Cyano4",68,3
"909",2010-04-07,2.39,2.28,0.11,"Cyano4",97,4
"910",2010-05-11,1.33,1.09,0.24,"Cyano4",131,5
"911",2010-06-08,2.55,2.26,0.29,"Cyano4",159,6
"912",2010-08-04,3.36,3.19,0.17,"Cyano4",216,8
"913",2010-09-15,6.64,4.43,2.21,"Cyano4",258,9
"914",2010-10-05,6.15,5.03,1.12,"Cyano4",278,10
"915",2010-11-09,3.9,3.7,0.2,"Cyano4",313,11
"916",2010-12-08,1.84,1.74,0.1,"Cyano4",342,12
"917",2011-01-11,2,1.86,0.14,"Cyano4",11,1
"918",2011-02-08,0.63,0.6,0.03,"Cyano4",39,2
"919",2011-03-15,1.97,1.89,0.08,"Cyano4",74,3
"920",2011-04-12,0.48,0.4,0.08,"Cyano4",102,4
"921",2011-05-10,4.51,4.08,0.43,"Cyano4",130,5
"922",2011-06-09,5.82,4.88,0.94,"Cyano4",160,6
"923",2011-07-07,3.55,2.93,0.62,"Cyano4",188,7
"924",2011-08-09,5.99,4.82,1.17,"Cyano4",221,8
"925",2011-09-06,5.18,4.6,0.58,"Cyano4",249,9
"926",2011-10-04,5.6,4.82,0.78,"Cyano4",277,10
"927",2011-11-18,5.21,4.19,1.02,"Cyano4",322,11
"928",2012-01-10,1.18,1.05,0.13,"Cyano4",10,1
"929",2012-02-07,1.17,0.79,0.38,"Cyano4",38,2
"930",2012-03-16,0.46,0.4,0.06,"Cyano4",76,3
"931",2012-04-10,3.37,2.84,0.53,"Cyano4",101,4
"932",2012-05-15,5.85,5.09,0.76,"Cyano4",136,5
"933",2012-07-26,4.03,3.84,0.19,"Cyano4",208,7
"934",2012-08-14,4.48,3.96,0.52,"Cyano4",227,8
"935",2012-09-11,4.81,3.94,0.87,"Cyano4",255,9
"936",2012-10-10,3.87,3.52,0.35,"Cyano4",284,10
"937",2012-11-08,4.95,3.53,1.42,"Cyano4",313,11
"938",2012-12-04,5.1,4.47,0.63,"Cyano4",339,12
"939",2013-03-05,1.86,1.69,0.17,"Cyano4",64,3
"940",2013-04-09,2.04,1.46,0.58,"Cyano4",99,4
"941",2013-05-09,5.45,4.48,0.97,"Cyano4",129,5
"942",2013-06-11,8.09,6.93,1.16,"Cyano4",162,6
"943",2013-07-11,6.41,5.62,0.79,"Cyano4",192,7
"944",2013-08-13,4.27,3.26,1.01,"Cyano4",225,8
"945",2013-09-11,8.63,7.05,1.58,"Cyano4",254,9
"946",2013-10-08,5.42,4.87,0.55,"Cyano4",281,10
"947",2013-11-13,7.59,7.45,0.14,"Cyano4",317,11
"948",2013-12-04,6.87,6.58,0.29,"Cyano4",338,12
"949",2014-01-14,0.66,0.65,0.01,"Cyano4",14,1
"950",2014-02-04,0.62,0.59,0.03,"Cyano4",35,2
"951",2014-03-10,3.81,2.73,1.08,"Cyano4",69,3
"952",2014-04-01,1.63,1.3,0.33,"Cyano4",91,4
"953",2014-05-06,2.57,2.22,0.35,"Cyano4",126,5
"954",2014-06-13,2.48,2.24,0.24,"Cyano4",164,6
"955",2014-09-03,6.15,4.92,1.23,"Cyano4",246,9
"956",2014-10-07,4.87,3.95,0.92,"Cyano4",280,10
"957",2014-11-12,4.79,4.16,0.63,"Cyano4",316,11
"958",2014-12-09,2.78,2.45,0.33,"Cyano4",343,12
"959",2015-02-15,4.82,4.07,0.75,"Cyano4",46,2
"960",2015-04-14,0.99,0.79,0.2,"Cyano4",104,4
"961",2015-07-29,3.48,3.33,0.15,"Cyano4",210,7
"962",2015-08-17,3.87,3.8,0.07,"Cyano4",229,8
"963",2015-09-10,9.66,9.51,0.15,"Cyano4",253,9
"964",2015-11-16,3.72,3.42,0.3,"Cyano4",320,11
"965",2015-12-09,4.92,4.77,0.15,"Cyano4",343,12
"966",2016-01-12,1.49,1.33,0.16,"Cyano4",12,1
"967",2016-02-04,1.3,1.01,0.29,"Cyano4",35,2
"968",2016-05-10,7.42,6.45,0.97,"Cyano4",131,5
"969",2016-06-07,8.68,6.23,2.45,"Cyano4",159,6
"970",2016-09-20,6.69,6.22,0.47,"Cyano4",264,9
"971",2016-12-21,3.15,2.73,0.42,"Cyano4",356,12
"972",2017-01-12,2.07,1.87,0.2,"Cyano4",12,1
"973",1995-12-14,5.87,5.1,0.77,"Diatom1",348,12
"974",1996-01-13,29.02,27.86,1.16,"Diatom1",13,1
"975",1996-02-14,20.23,18.14,2.09,"Diatom1",45,2
"976",1996-03-13,14.93,14.23,0.7,"Diatom1",73,3
"977",1996-04-17,101.3,98.3,3,"Diatom1",108,4
"978",1996-05-10,31.41,30.14,1.27,"Diatom1",131,5
"979",1996-06-13,14.64,14.03,0.61,"Diatom1",165,6
"980",1996-07-11,11.02,6.92,4.1,"Diatom1",193,7
"981",1996-08-07,8.36,5.39,2.97,"Diatom1",220,8
"982",1996-09-11,13.06,7.95,5.11,"Diatom1",255,9
"983",1996-10-09,15.69,12.25,3.44,"Diatom1",283,10
"984",1996-11-11,25.31,24.21,1.1,"Diatom1",316,11
"985",1996-12-10,7.14,7.08,0.06,"Diatom1",345,12
"986",1997-01-08,87.49,86.73,0.76,"Diatom1",8,1
"987",1997-02-14,17.47,17.34,0.13,"Diatom1",45,2
"988",1997-02-23,36.78,34.09,2.69,"Diatom1",54,2
"989",1997-03-13,44.41,43.95,0.46,"Diatom1",72,3
"990",1997-04-16,49.01,47.06,1.95,"Diatom1",106,4
"991",1997-05-10,21.32,19.47,1.85,"Diatom1",130,5
"992",1997-06-17,5.77,5.17,0.6,"Diatom1",168,6
"993",1997-07-08,8.57,8.28,0.29,"Diatom1",189,7
"994",1997-07-16,20.24,19.5,0.74,"Diatom1",197,7
"995",1997-08-17,8.11,7.78,0.33,"Diatom1",229,8
"996",1997-09-17,4.77,3.53,1.24,"Diatom1",260,9
"997",1997-10-14,6.44,4.65,1.79,"Diatom1",287,10
"998",1997-11-13,4.86,4.8,0.06,"Diatom1",317,11
"999",1997-12-17,15.71,12.99,2.72,"Diatom1",351,12
"1000",1998-01-14,16.79,14.78,2.01,"Diatom1",14,1
"1001",1998-02-11,15.1,11.73,3.37,"Diatom1",42,2
"1002",1998-03-12,66.63,65.89,0.74,"Diatom1",71,3
"1003",1998-04-21,14.05,11.47,2.58,"Diatom1",111,4
"1004",1998-06-09,13.03,9.89,3.14,"Diatom1",160,6
"1005",1998-07-09,5.23,3.4,1.83,"Diatom1",190,7
"1006",1998-08-05,10.71,5.3,5.41,"Diatom1",217,8
"1007",1998-09-01,6.6,4.54,2.06,"Diatom1",244,9
"1008",1998-12-16,20.23,20,0.23,"Diatom1",350,12
"1009",1999-01-12,32.95,31.52,1.43,"Diatom1",12,1
"1010",1999-03-04,0,0,0,"Diatom1",63,3
"1011",1999-04-07,2.34,1.51,0.83,"Diatom1",97,4
"1012",1999-07-15,7.78,6.83,0.95,"Diatom1",196,7
"1013",1999-08-11,0.31,0.15,0.16,"Diatom1",223,8
"1014",1999-09-14,7.16,3.63,3.53,"Diatom1",257,9
"1015",1999-10-05,0.68,0.31,0.37,"Diatom1",278,10
"1016",1999-11-04,2.4,1.03,1.37,"Diatom1",308,11
"1017",1999-12-07,2.44,0.67,1.77,"Diatom1",341,12
"1018",2000-01-11,17.96,17.3,0.66,"Diatom1",11,1
"1019",2000-02-08,19.36,18.76,0.6,"Diatom1",39,2
"1020",2000-03-09,5.27,4.71,0.56,"Diatom1",69,3
"1021",2000-04-11,15.67,14.97,0.7,"Diatom1",102,4
"1022",2000-05-11,16.41,14.23,2.18,"Diatom1",132,5
"1023",2000-06-06,4.63,2.88,1.75,"Diatom1",158,6
"1024",2000-07-07,3.07,2.36,0.71,"Diatom1",189,7
"1025",2000-08-09,4.52,2.05,2.47,"Diatom1",222,8
"1026",2000-09-12,15.47,7.12,8.35,"Diatom1",256,9
"1027",2000-10-10,3.12,2.2,0.92,"Diatom1",284,10
"1028",2006-07-04,5.77,4.93,0.84,"Diatom1",185,7
"1029",2006-08-03,6.21,5.05,1.16,"Diatom1",215,8
"1030",2006-09-12,8.3,4.47,3.83,"Diatom1",255,9
"1031",2006-10-10,22.78,15.54,7.24,"Diatom1",283,10
"1032",2006-11-02,6.17,3.39,2.78,"Diatom1",306,11
"1033",2006-12-05,11.44,9.2,2.24,"Diatom1",339,12
"1034",2007-02-06,78.08,75.04,3.04,"Diatom1",37,2
"1035",2007-03-06,10.35,9.55,0.8,"Diatom1",65,3
"1036",2007-04-10,8.9,6.94,1.96,"Diatom1",100,4
"1037",2007-05-08,7.85,5.81,2.04,"Diatom1",128,5
"1038",2007-06-05,7.36,3.17,4.19,"Diatom1",156,6
"1039",2007-07-03,15.74,14.86,0.88,"Diatom1",184,7
"1040",2007-08-07,6.62,3.75,2.87,"Diatom1",219,8
"1041",2007-09-04,7.85,4.87,2.98,"Diatom1",247,9
"1042",2007-10-19,9.82,2.08,7.74,"Diatom1",292,10
"1043",2007-12-11,6.4,4.19,2.21,"Diatom1",345,12
"1044",2008-01-10,12.53,11.2,1.33,"Diatom1",10,1
"1045",2008-02-12,4.72,4.47,0.25,"Diatom1",43,2
"1046",2008-03-11,29.6,27.7,1.9,"Diatom1",71,3
"1047",2008-04-08,10.71,9.23,1.48,"Diatom1",99,4
"1048",2008-05-04,7.79,5.23,2.56,"Diatom1",125,5
"1049",2008-06-03,4.73,1.66,3.07,"Diatom1",155,6
"1050",2008-07-08,10.85,10.19,0.66,"Diatom1",190,7
"1051",2008-08-05,18.05,6.3,11.75,"Diatom1",218,8
"1052",2008-09-10,6.8,4.01,2.79,"Diatom1",254,9
"1053",2008-10-10,9.06,4.45,4.61,"Diatom1",284,10
"1054",2008-11-18,8.55,5.23,3.32,"Diatom1",323,11
"1055",2008-12-10,4.14,3.05,1.09,"Diatom1",345,12
"1056",2009-01-13,38.31,36.94,1.37,"Diatom1",13,1
"1057",2009-02-10,30.37,21.23,9.14,"Diatom1",41,2
"1058",2009-03-03,14.62,14.44,0.18,"Diatom1",62,3
"1059",2009-04-07,6.72,5.31,1.41,"Diatom1",97,4
"1060",2009-05-08,8.59,7.84,0.75,"Diatom1",128,5
"1061",2009-06-02,8.27,6.09,2.18,"Diatom1",153,6
"1062",2009-07-14,8.08,5.41,2.67,"Diatom1",195,7
"1063",2009-08-11,8.09,6.46,1.63,"Diatom1",223,8
"1064",2009-09-15,10.02,7.03,2.99,"Diatom1",258,9
"1065",2009-10-07,9.52,8.2,1.32,"Diatom1",280,10
"1066",2009-11-10,3.19,1.32,1.87,"Diatom1",314,11
"1067",2009-12-08,8.39,7.31,1.08,"Diatom1",342,12
"1068",2010-01-07,4.59,4.45,0.14,"Diatom1",7,1
"1069",2010-02-11,83.49,82.76,0.73,"Diatom1",42,2
"1070",2010-03-09,2.6,1.68,0.92,"Diatom1",68,3
"1071",2010-04-07,9.27,6.88,2.39,"Diatom1",97,4
"1072",2010-05-11,9.98,8.62,1.36,"Diatom1",131,5
"1073",2010-06-08,3.8,2.43,1.37,"Diatom1",159,6
"1074",2010-08-04,3.54,3.01,0.53,"Diatom1",216,8
"1075",2010-09-15,8.933,4.03,4.903,"Diatom1",258,9
"1076",2010-10-05,6.56,4.07,2.49,"Diatom1",278,10
"1077",2010-11-09,1.91,1.15,0.76,"Diatom1",313,11
"1078",2010-12-08,5.39,5.27,0.12,"Diatom1",342,12
"1079",2011-01-11,75.55,75.48,0.07,"Diatom1",11,1
"1080",2011-02-08,56.11,55.71,0.4,"Diatom1",39,2
"1081",2011-03-15,2.09,2.09,0,"Diatom1",74,3
"1082",2011-04-12,3.62,2.68,0.94,"Diatom1",102,4
"1083",2011-05-10,18.35,17.71,0.64,"Diatom1",130,5
"1084",2011-06-09,0.85,0.4,0.45,"Diatom1",160,6
"1085",2011-07-07,2.45,0.12,2.33,"Diatom1",188,7
"1086",2011-08-09,0,0,0,"Diatom1",221,8
"1087",2011-09-06,0,0,0,"Diatom1",249,9
"1088",2011-10-04,0.37,0.37,0,"Diatom1",277,10
"1089",2011-11-18,0.33,0.19,0.14,"Diatom1",322,11
"1090",2012-01-10,69.54,68.48,1.06,"Diatom1",10,1
"1091",2012-02-07,16.75,13.73,3.02,"Diatom1",38,2
"1092",2012-03-16,219.59,217.51,2.08,"Diatom1",76,3
"1093",2012-04-10,5.3,5.3,0,"Diatom1",101,4
"1094",2012-05-15,0.56,0.43,0.13,"Diatom1",136,5
"1095",2012-07-26,2.11,1.7,0.41,"Diatom1",208,7
"1096",2012-08-14,2.64,2.64,0,"Diatom1",227,8
"1097",2012-09-11,3.15,3.15,0,"Diatom1",255,9
"1098",2012-10-10,1.16,0.37,0.79,"Diatom1",284,10
"1099",2012-11-08,0.14,0,0.14,"Diatom1",313,11
"1100",2012-12-04,0.08,0.08,0,"Diatom1",339,12
"1101",2013-03-05,7.24,7.03,0.21,"Diatom1",64,3
"1102",2013-04-09,14.63,14.33,0.3,"Diatom1",99,4
"1103",2013-05-09,2.18,2.18,0,"Diatom1",129,5
"1104",2013-06-11,0.06,0,0.06,"Diatom1",162,6
"1105",2013-07-11,1.73,1.05,0.68,"Diatom1",192,7
"1106",2013-08-13,1.03,0.52,0.51,"Diatom1",225,8
"1107",2013-09-11,2.28,0,2.28,"Diatom1",254,9
"1108",2013-10-08,0.08,0.08,0,"Diatom1",281,10
"1109",2013-11-13,0.46,0.29,0.17,"Diatom1",317,11
"1110",2013-12-04,0.16,0.08,0.08,"Diatom1",338,12
"1111",2014-01-14,25.13,24.1,1.03,"Diatom1",14,1
"1112",2014-02-04,120.62,119.97,0.65,"Diatom1",35,2
"1113",2014-03-10,26.88,19.45,7.43,"Diatom1",69,3
"1114",2014-04-01,48.34,45.33,3.01,"Diatom1",91,4
"1115",2014-05-06,249.09,243.4,5.69,"Diatom1",126,5
"1116",2014-06-13,27.89,26.95,0.94,"Diatom1",164,6
"1117",2014-09-03,3.34,2.1,1.24,"Diatom1",246,9
"1118",2014-10-07,3.35,2.09,1.26,"Diatom1",280,10
"1119",2014-11-12,1.16,1.16,0,"Diatom1",316,11
"1120",2014-12-09,38.66,38.65,0.01,"Diatom1",343,12
"1121",2015-02-15,3.38,3.24,0.14,"Diatom1",46,2
"1122",2015-04-14,45.17,45.08,0.09,"Diatom1",104,4
"1123",2015-07-29,1.72,1.32,0.4,"Diatom1",210,7
"1124",2015-08-17,7.17,7.01,0.16,"Diatom1",229,8
"1125",2015-09-10,0.35,0.08,0.27,"Diatom1",253,9
"1126",2015-11-16,8.22,8.11,0.11,"Diatom1",320,11
"1127",2015-12-09,3.9,3.86,0.04,"Diatom1",343,12
"1128",2016-01-12,42.42,42.31,0.11,"Diatom1",12,1
"1129",2016-02-04,23.64,21.85,1.79,"Diatom1",35,2
"1130",2016-05-10,4.01,2.74,1.27,"Diatom1",131,5
"1131",2016-06-07,2.09,0.42,1.67,"Diatom1",159,6
"1132",2016-09-20,8.74,4.05,4.69,"Diatom1",264,9
"1133",2016-12-21,15.27,14.26,1.01,"Diatom1",356,12
"1134",2017-01-12,35.52,34.17,1.35,"Diatom1",12,1
