;AphiaID;aphiaid;speciesorig;speciesclean;scientificname;classificationgroup;functionalgroup_old;wm_attrs;wm_classes
93;109964;109964;Ceratium longipes;Ceratium longipes;Tripos longipes;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Ceratium_Ceratium longipes
94;109966;109966;Ceratium longissimum;Ceratium longissimum;Tripos longissimus;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Ceratium_Ceratium longissimum
611;670002;670002;Ceratium macroceros;Ceratium macroceros;Tripos macroceros;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Ceratium_Ceratium macroceros
95;109968;109968;Ceratium massiliense;Ceratium massiliense;Tripos massiliensis;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Ceratium_Ceratium massiliense
642;841261;841261;Ceratium massiliense;Tripos massiliensis;Tripos massiliensis;;DINOFLAGELLATES;Body size:45, Body size:55, Body size:300, Body size:400, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos massiliensis
643;841263;841263;Ceratium minutum;Tripos minutus;Tripos minutus;;DINOFLAGELLATES;Body size:75, Body size:100, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos minutus
644;841744;841744;Ceratium pavillardi;Tripos pavillardii;Tripos pavillardii;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos pavillardii
97;109972;109972;Ceratium pentagonum;Ceratium pentagonum;Tripos pentagonus;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Ceratium_Ceratium pentagonum
645;841746;841746;Ceratium pentagonum;Tripos pentagonus;Tripos pentagonus;;DINOFLAGELLATES;Body size:200, Body size:250, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos pentagonus
646;841748;841748;Ceratium praelongum;Tripos praelongus;Tripos praelongus;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos praelongus
647;841751;841751;Ceratium pulchellum;Tripos pulchellus;Tripos pulchellus;;DINOFLAGELLATES;Body size:50, Body size:200, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos pulchellus
617;837234;837234;Ceratium ranipes;Tripos ranipes;Tripos ranipes;;DINOFLAGELLATES;Body size:70, Body size:120, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos ranipes
648;841760;841760;Ceratium schmitii;Tripos schmidtii;Tripos schmidtii;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos schmidtii
98;109979;109979;Ceratium symmetricum;Ceratium symmetricum;Tripos symmetricus;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Ceratium_Ceratium symmetricum
649;841767;841767;Ceratium symmetricum;Tripos symmetricum;Tripos symmetricum;;DINOFLAGELLATES;Body size:300, Body size:300, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos symmetricus
99;109980;109980;Ceratium teres;Ceratium teres;Ceratium teres;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Ceratium_Ceratium teres
100;109981;109981;Ceratium trichoceros;Ceratium trichoceros;Ceratium trichoceros;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Ceratium_Ceratium trichoceros
650;842517;842517;Ceratium trichoceros;Tripos trichoceros;Tripos trichoceros;;DINOFLAGELLATES;Body size:45, Body size:55, Body size:300, Body size:400, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos trichoceros
101;109982;109982;Ceratium tripos;Ceratium tripos ;Ceratium tripos ;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Ceratium_Ceratium tripos
102;109983;109983;Ceratium vultur;Ceratium vultur;Tripos vultur;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Ceratium_Ceratium vultur
624;838205;838205;Ceratium vultur;Tripos vultur;Tripos vultur;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos vultur
103;109986;109986;Ceratocorys horrida;Ceratocorys horrida;Ceratocorys horrida;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratocoryaceae_Ceratocorys_Ceratocorys horrida
626;839164;839164;Ceratoperidinium falcatum;Ceratoperidinium falcatum;Ceratoperidinium falcatum;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Warnowiaceae_Ceratoperidinium_Ceratoperidinium falcatum
292;149241;149241;Chaetoceros affinis;Chaetoceros affinis;Chaetoceros affinis;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros affinis
299;149292;149292;Chaetoceros anastomosans;Chaetoceros anastomosans;Chaetoceros anastomosans;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros anastomosans
297;149288;149288;Chaetoceros atlanticus;Chaetoceros atlanticus;Chaetoceros atlanticus;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros atlanticus
653;961752;961752;Chaetoceros breve;Chaetoceros breve;Chaetoceros breve;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros breve
541;341473;341473;Chaetoceros castracanei;Chaetoceros castracanei;Chaetoceros castracanei;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros castracanei
369;163063;163063;Chaetoceros cf. holsaticus;Chaetoceros cf. holsaticus;Chaetoceros cf. holsaticus;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros holsaticus
542;341479;341479;Chaetoceros cf. neglectus;Chaetoceros cf. neglectus;Chaetoceros cf. neglectus;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros neglectus
395;178180;178180;Chaetoceros coarctatus;Chaetoceros coarctatus;Chaetoceros coarctatus;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros coarctatus
257;149129;149129;Chaetoceros compress;Chaetoceros compressus;Chaetoceros compressus;;DIATOMS;Body size:7, Body size:40, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros compressus
338;156607;156607;Chaetoceros concavicor;Chaetoceros concavicornis;Chaetoceros concavicornis;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros concavicornis
339;156609;156609;Chaetoceros constrictum;Chaetoceros constrictum;Chaetoceros constrictus;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros constrictus
340;156611;156611;Chaetoceros convolutus;Chaetoceros convolutus;Chaetoceros convolutus;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros convolutus
298;149289;149289;Chaetoceros costatus;Chaetoceros costatus;Chaetoceros costatus;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros costatus
285;149221;149221;Chaetoceros curvisetus;Chaetoceros curvisetus;Chaetoceros curvisetus;;DIATOMS;Body size:7, Body size:30, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros curvisetus
571;465390;465390;Chaetoceros dadayi;Chaetoceros dadayi;Chaetoceros dadayi;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros dadayi
251;149120;149120;Chaetoceros danicum;Chaetoceros danicus;Chaetoceros danicus;;DIATOMS;Body size:7, Body size:8, Body size:20, Body size:22, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros danicus
283;149219;149219;Chaetoceros debilis;Chaetoceros debilis;Chaetoceros debilis;;DIATOMS;Body size:5, Body size:8, Body size:25, Body size:40, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros debilis
255;149126;149126;Chaetoceros decipiens;Chaetoceros decipiens;Chaetoceros decipiens;;DIATOMS;Body size:10, Body size:85, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros decipiens
256;149128;149128;chaetoceros diadema;Chaetoceros diadema;Chaetoceros diadema;;DIATOMS;Body size:10, Body size:50, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros diadema
397;178215;178215;Chaetoceros dichaeta;Chaetoceros dichaeta;Chaetoceros dichaeta;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros dichaeta
252;149122;149122;Chaetoceros dydimus;Chaetoceros didymus;Chaetoceros didymus;;DIATOMS;Body size:10, Body size:40, Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros didymus
373;163166;163166;Chaetoceros falax;Chaetoceros fallax;Chaetoceros fallax;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros fallax
572;465524;465524;Chaetoceros gracilis;Chaetoceros gracilis;Chaetoceros gracilis;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros gracilis
341;156615;156615;Chaetoceros karianus;Chaetoceros karianus;Chaetoceros karianus;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros karianus
286;149228;149228;Chaetoceros lacionosus;Chaetoceros laciniosus;Chaetoceros laciniosus;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros laciniosus
654;961828;961828;Chaetoceros laevis;Chaetoceros levis;Chaetoceros levis;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros levis
354;160523;160523;Chaetoceros lauderi;Chaetoceros lauderi;Chaetoceros lauderi;;DIATOMS;Body size:18, Body size:50, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros lauderi
342;156617;156617;Chaetoceros lorenzianus;Chaetoceros lorenzianus;Chaetoceros lorenzianus;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros lorenzianus
398;178217;178217;Chaetoceros messanensis;Chaetoceros messanensis;Chaetoceros messanensis;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros messanensis
291;149238;149238;Chaetoceros pelagicus;Chaetoceros pelagicus;Chaetoceros pelagicus;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros pelagicus
532;248065;248065;Chaetoceros pendulus;Chaetoceros pendulus;Chaetoceros pendulus;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros pendulus
396;178185;178185;Chaetoceros peruvianus;Chaetoceros peruvianus;Chaetoceros peruvianus;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros peruvianus
368;163055;163055;Chaetoceros protuberans;Chaetoceros protuberans;Chaetoceros protuberans;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros protuberans
564;418513;418513;Chaetoceros pseudocur;Chaetoceros pseudocurvisetum;Chaetoceros pseudocurvisetum;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros pseudocurvisetum
370;163112;163112;Chaetoceros radicans;Chaetoceros radicans;Chaetoceros radicans;;DIATOMS;Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros radicans
253;149123;149123;Chaetoceros socialis;Chaetoceros socialis;Chaetoceros socialis;;DIATOMS;Body size:1, Body size:2, Body size:10, Body size:15, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros socialis
219;148985;148985;Chaetoceros sp.;Chaetoceros sp.;Chaetoceros sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros
367;163047;163047;Chaetoceros subsecundus;Chaetoceros subsecundus;Chaetoceros subsecundus;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros subsecundus
343;156621;156621;Chaetoceros subtilis;Chaetoceros subtilis;Chaetoceros subtilis;;DIATOMS;Body size:2, Body size:14, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros subtilis
344;156623;156623;Chaetoceros tenuissimus;Chaetoceros tenuissimus;Chaetoceros tenuissimus;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros tenuissimus
254;149125;149125;Chaetoceros teres;Chaetoceros teres;Chaetoceros teres;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros teres
399;178241;178241;Chaetoceros tetrastichon;Chaetoceros tetrastichon;Chaetoceros tetrastichon;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros tetrastichon
372;163161;163161;Chaetoceros tortissima;Chaetoceros tortissimus;Chaetoceros tortissimus;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros tortissimus
489;233776;233776;Chatonella sp.;Chattonella sp.;Chattonella sp.;;OTHERS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Phaeista_Monista_Raphidoistia_Raphidophyceae_Chattonellales_Chattonellaceae_Chattonella
202;146565;146565;Chroococcus sp. ;Chroococcus sp.;Chroococcus sp.;;CYANOBACTERIA;NA;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Chroococcales_Chroococcaceae_Chroococcus
184;115090;115090;Chrysochromulina sp.;Chrysochromulina sp.;Chrysochromulina sp.;;OTHERS;Functional group:plankton > phytoplankton;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Prymnesiales_Chrysochromulinaceae_Chrysochromulina
479;233352;233352;Cladopyxis setifera;Cladopyxis setifera;Micracanthodinium setiferum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Cladopyxidaceae_Cladopyxis_Cladopyxis setifera
25;109509;109509;Cladopyxis sp.;Cladopyxis sp.;Cladopyxis sp.;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Cladopyxidaceae_Cladopyxis
411;196804;196804;Climacodium frauenfeldia;Climacodium frauenfeldianum;Climacodium frauenfeldianum;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Hemiaulaceae_Climacodium_Climacodium frauenfeldianum
410;196803;196803;Climacodium sp.;Climacodium sp.;Climacodium sp.;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Hemiaulaceae_Climacodium
536;248081;248081;Climacosphaenia sp.;Climacosphenia sp.;Climacosphenia sp.;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Climacospheniales_Climacospheniaceae_Climacosphenia
2;801;801;clorophyte;chlorophyte;Chlorophyta;;OTHERS;Paraphyletic group:Algae;Plantae_Viridiplantae_Chlorophyta
53;109764;109764;Cocconeis sp. ;Cocconeis sp. ;Cocconeis sp.;;DIATOMS;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Cochlodinium_Cochlodinium constrictum
220;148989;148989;Cocconeis sp. ;Cocconeis sp.;Cocconeis sp.;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Achnanthales_Cocconeidaceae_Cocconeis
449;232663;232663;Cochlodinium faurez;Cochlodinium faurei;Cochlodinium faurei;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Cochlodinium_Cochlodinium faurei
